Id,SalePrice
1893,137084.59
1894,130735.43
1895,147634.34
1896,122435.59
1897,117678.33
1898,110774.5
1899,130196.32
1900,145016.08
1901,165380.05
1902,131605.04
1903,217093.75
1904,136518.25
1905,178593.9
1906,154142.41
1907,204570.74
1908,116390.5
1909,137214.43
1910,126776.83
1911,191828.18
1912,262430.5
1913,151509.03
1914,64679.78
1915,328296.25
1916,76072.04
1917,259701.85
1918,137529.33
1919,153153.42
1920,153431.87
1921,408132.09
1922,323027.37
1923,208581.9
1924,240982.24
1925,221489.58
1926,373643.24
1927,138494.0
1928,161070.69
1929,129503.13
1930,128701.3
1931,138639.84
1932,136046.27
1933,172586.9
1934,181502.85
1935,176276.5
1936,188201.3
1937,180191.22
1938,165908.36
1939,248526.79
1940,195224.86
1941,177449.85
1942,188945.4
1943,193424.0
1944,318539.18
1945,366002.93
1946,166926.18
1947,305194.1
1948,167929.33
1949,249564.16
1950,173733.75
1951,267924.32
1952,247600.96
1953,165399.0
1954,204435.7
1955,126032.0
1956,279924.22
1957,164644.9
1958,313048.27
1959,142070.13
1960,112895.71
1961,121994.24
1962,97590.0
1963,109245.0
1964,112153.83
1965,153694.93
1966,157247.75
1967,293989.29
1968,390182.64
1969,373809.66
1970,420286.54
1971,422522.34
1972,363363.83
1973,273493.84
1974,310561.26
1975,452368.53
1976,275453.84
1977,365309.71
1978,341420.33
1979,323045.31
1980,191769.93
1981,335665.01
1982,233881.43
1983,220700.31
1984,169717.47
1985,210332.18
1986,211076.29
1987,182917.81
1988,178629.79
1989,186855.34
1990,216501.74
1991,220903.46
1992,210645.87
1993,169367.4
1994,245860.56
1995,182311.14
1996,251733.31
1997,334041.38
1998,344909.56
1999,253755.42
2000,300196.3
2001,261547.42
2002,234384.09
2003,254713.18
2004,270930.95
2005,232539.21
2006,221124.6
2007,248692.49
2008,213798.16
2009,189552.82
2010,188383.85
2011,148870.27
2012,178197.08
2013,181501.64
2014,189670.28
2015,193975.54
2016,192781.5
2017,203063.68
2018,121426.99
2019,132545.66
2020,120313.33
2021,118668.0
2022,179590.7
2023,149784.73
2024,223934.84
2025,381495.46
2026,186428.21
2027,150262.75
2028,153073.02
2029,171729.33
2030,282849.97
2031,257686.47
2032,275598.86
2033,270183.97
2034,164448.16
2035,201439.13
2036,188471.12
2037,195933.12
2038,320475.84
2039,206114.02
2040,397773.61
2041,283082.46
2042,201000.42
2043,169223.5
2044,168766.5
2045,231560.04
2046,137238.56
2047,156659.27
2048,130661.33
2049,134529.31
2050,172863.15
2051,108355.0
2052,133549.84
2053,144066.5
2054,86934.72
2055,161496.14
2056,129155.14
2057,126500.55
2058,219055.9
2059,127919.84
2060,160719.87
2061,174541.25
2062,136373.75
2063,114805.75
2064,138145.0
2065,120341.43
2066,170779.72
2067,126781.1
2068,136577.84
2069,86089.36
2070,109522.26
2071,101130.04
2072,140404.98
2073,137655.33
2074,180653.6
2075,144889.0
2076,123048.21
2077,148453.32
2078,130360.0
2079,129257.3
2080,118267.88
2081,125386.0
2082,130685.05
2083,148753.03
2084,116057.3
2085,130053.28
2086,118241.0
2087,122223.41
2088,109880.95
2089,95997.5
2090,128418.74
2091,124614.63
2092,135705.34
2093,139790.68
2094,137685.55
2095,151157.5
2096,90092.73
2097,98909.79
2098,149763.0
2099,64795.43
2100,108432.19
2101,123823.09
2102,145905.27
2103,107693.12
2104,134756.64
2105,128636.47
2106,75308.65
2107,242945.1
2108,116578.54
2109,115119.05
2110,125779.9
2111,158198.1
2112,140656.8
2113,119741.33
2114,110314.04
2115,148759.5
2116,114687.06
2117,144674.93
2118,120030.54
2119,108066.88
2120,106604.0
2121,92566.71
2122,107865.28
2123,92766.5
2124,188642.36
2125,135333.65
2126,163662.18
2127,153655.04
2128,131541.24
2129,102737.9
2130,144800.34
2131,164124.32
2132,116677.76
2133,117050.35
2134,120425.76
2135,109367.25
2136,83415.4
2137,114173.24
2138,135078.92
2139,150067.0
2140,136479.5
2141,137807.8
2142,134955.75
2143,143756.2
2144,119318.82
2145,134550.5
2146,154136.16
2147,161735.74
2148,124792.37
2149,134513.5
2150,234436.48
2151,135518.47
2152,172958.74
2153,164779.34
2154,109669.5
2155,130536.08
2156,227356.68
2157,238619.44
2158,234662.13
2159,215208.35
2160,169999.0
2161,247845.59
2162,435904.67
2163,339001.46
2164,258115.72
2165,177529.2
2166,143927.0
2167,205532.46
2168,211983.57
2169,190761.19
2170,219844.22
2171,144514.23
2172,137082.58
2173,153711.67
2174,245029.39
2175,315420.19
2176,325149.03
2177,255843.67
2178,219793.95
2179,148394.0
2180,196443.99
2181,192213.41
2182,227611.83
2183,192571.34
2184,137160.0
2185,133362.43
2186,142958.42
2187,146174.5
2188,153812.23
2189,177261.79
2190,86126.02
2191,87839.52
2192,93723.4
2193,98127.5
2194,101973.25
2195,115329.42
2196,111627.5
2197,108692.23
2198,158900.05
2199,162880.87
2200,131299.83
2201,135891.17
2202,195083.13
2203,163942.54
2204,174525.84
2205,120188.37
2206,132401.5
2207,244403.26
2208,231644.43
2209,189310.64
2210,123885.33
2211,116677.0
2212,113369.29
2213,101105.84
2214,142803.39
2215,105683.5
2216,148732.89
2217,73151.01
2218,87031.3
2219,70464.63
2220,78252.13
2221,327822.25
2222,254421.78
2223,267648.9
2224,216003.94
2225,137891.51
2226,182726.5
2227,199009.66
2228,280753.68
2229,245028.63
2230,160123.8
2231,214723.33
2232,176440.05
2233,174640.31
2234,256207.86
2235,200096.87
2236,269775.43
2237,358525.39
2238,204520.72
2239,120282.89
2240,167710.4
2241,146197.54
2242,136299.5
2243,137034.76
2244,95959.83
2245,93365.33
2246,148395.0
2247,104704.33
2248,126536.0
2249,127204.5
2250,138298.5
2251,119748.55
2252,178170.5
2253,157319.54
2254,179027.1
2255,188968.85
2256,178991.82
2257,196340.54
2258,173534.45
2259,179367.95
2260,151362.25
2261,191189.81
2262,206294.5
2263,325220.84
2264,429623.22
2265,171407.85
2266,294432.02
2267,346007.63
2268,369129.05
2269,163064.81
2270,183105.59
2271,247976.54
2272,209758.18
2273,167939.82
2274,174088.37
2275,164595.5
2276,169088.05
2277,186027.44
2278,159071.5
2279,120355.5
2280,116214.58
2281,177641.67
2282,177581.74
2283,96210.0
2284,113675.37
2285,150097.85
2286,127555.33
2287,335153.4
2288,275589.54
2289,376764.31
2290,424305.48
2291,320381.77
2292,394197.56
2293,443610.35
2294,381651.65
2295,425362.99
2296,274573.21
2297,315721.66
2298,315665.97
2299,366884.04
2300,317071.49
2301,282931.86
2302,229032.26
2303,240727.76
2304,248174.45
2305,185978.94
2306,187863.38
2307,187064.65
2308,220367.77
2309,287959.34
2310,225954.23
2311,195428.2
2312,179000.87
2313,175335.01
2314,171577.11
2315,173018.11
2316,184214.6
2317,178955.71
2318,174592.23
2319,173082.43
2320,181727.26
2321,254463.45
2322,165470.22
2323,181241.17
2324,168996.43
2325,223112.74
2326,166585.05
2327,211919.1
2328,218630.1
2329,182508.32
2330,179063.85
2331,354464.45
2332,404766.83
2333,311238.9
2334,254990.49
2335,260689.17
2336,332456.79
2337,200303.35
2338,280303.17
2339,231878.97
2340,379149.54
2341,221739.49
2342,238447.37
2343,223790.21
2344,236486.92
2345,241999.53
2346,219390.17
2347,200102.45
2348,232920.71
2349,156960.59
2350,289936.04
2351,266057.95
2352,245440.77
2353,212556.07
2354,129515.84
2355,157580.98
2356,149360.09
2357,198462.07
2358,199903.32
2359,128179.5
2360,122467.71
2361,135935.0
2362,265015.13
2363,138296.59
2364,151818.5
2365,218980.47
2366,197158.84
2367,224798.94
2368,203770.38
2369,224139.87
2370,168294.32
2371,174262.64
2372,177192.32
2373,263048.08
2374,292396.68
2375,237826.33
2376,267614.5
2377,335386.48
2378,137211.29
2379,198335.04
2380,143843.43
2381,163214.87
2382,182112.3
2383,212685.58
2384,245377.26
2385,151131.5
2386,141266.5
2387,134027.33
2388,101091.52
2389,126176.07
2390,138434.0
2391,133488.2
2392,116126.9
2393,165626.5
2394,148010.5
2395,193214.7
2396,152541.5
2397,204224.24
2398,124775.05
2399,61250.55
2400,62737.7
2401,119580.72
2402,134811.09
2403,132387.64
2404,143674.65
2405,159791.5
2406,136191.0
2407,127832.32
2408,137657.0
2409,133910.07
2410,162098.5
2411,125119.0
2412,156866.5
2413,141548.75
2414,132868.84
2415,128966.36
2416,125247.58
2417,131255.25
2418,123109.83
2419,132947.58
2420,125609.91
2421,150050.5
2422,120673.58
2423,125290.29
2424,149445.95
2425,167775.18
2426,126012.46
2427,138004.21
2428,172631.29
2429,116559.08
2430,131121.5
2431,118092.16
2432,135050.25
2433,143189.25
2434,142531.37
2435,155505.0
2436,107353.26
2437,109807.21
2438,124745.33
2439,117452.27
2440,126136.33
2441,107333.94
2442,102965.36
2443,114035.57
2444,129966.76
2445,95047.04
2446,131336.08
2447,222396.42
2448,139847.66
2449,112632.04
2450,155705.34
2451,124873.59
2452,206493.88
2453,100968.33
2454,121923.55
2455,105747.97
2456,141784.59
2457,117765.25
2458,113430.5
2459,111847.0
2460,139356.0
2461,116442.5
2462,136117.42
2463,116845.5
2464,155968.53
2465,132497.3
2466,116432.77
2467,155095.03
2468,95077.67
2469,94201.82
2470,176012.44
2471,193237.38
2472,181220.6
2473,118581.47
2474,104717.3
2475,227191.0
2476,113092.0
2477,130794.6
2478,164882.96
2479,114032.99
2480,132494.0
2481,123805.34
2482,134981.6
2483,118593.49
2484,120531.93
2485,122593.58
2486,154637.15
2487,190456.79
2488,156993.85
2489,145886.72
2490,151401.0
2491,91192.72
2492,183453.1
2493,141889.39
2494,168933.25
2495,102756.02
2496,220543.04
2497,150560.82
2498,120196.16
2499,92442.0
2500,131349.0
2501,135719.55
2502,149661.5
2503,101416.6
2504,191728.79
2505,217301.67
2506,252429.4
2507,315136.44
2508,252271.13
2509,220583.44
2510,233977.24
2511,188293.45
2512,217569.89
2513,212338.38
2514,234871.73
2515,146515.5
2516,157081.69
2517,134919.68
2518,145681.75
2519,227514.65
2520,203565.65
2521,190920.72
2522,220765.46
2523,131886.0
2524,139889.68
2525,143313.33
2526,139113.61
2527,116419.44
2528,128280.25
2529,132418.6
2530,113628.33
2531,235066.79
2532,232196.05
2533,201196.55
2534,242781.57
2535,306949.81
2536,228980.79
2537,236193.53
2538,186740.88
2539,188798.55
2540,177787.07
2541,179622.43
2542,163525.66
2543,128856.1
2544,130465.34
2545,130368.77
2546,149643.78
2547,140348.47
2548,148328.59
2549,160826.66
2550,391946.38
2551,143797.71
2552,119666.5
2553,85590.52
2554,119118.09
2555,109323.75
2556,105470.93
2557,118420.71
2558,163627.53
2559,141892.03
2560,131002.78
2561,137794.27
2562,139579.91
2563,145664.0
2564,167821.9
2565,125138.03
2566,145697.67
2567,130561.0
2568,187808.48
2569,186090.12
2570,121354.33
2571,165348.35
2572,189767.16
2573,246616.62
2574,304483.57
2575,122855.0
2576,131010.25
2577,157928.13
2578,99902.26
2579,82484.22
2580,129147.56
2581,133028.55
2582,117284.3
2583,286625.29
2584,160229.82
2585,178829.98
2586,201857.34
2587,207769.06
2588,146847.28
2589,145392.33
2590,220018.9
2591,212234.71
2592,229032.12
2593,252192.0
2594,173987.75
2595,208361.53
2596,335081.92
2597,176853.55
2598,267632.54
2599,307951.67
2600,146626.38
2601,136010.52
2602,85914.21
2603,92419.83
2604,86626.71
2605,82346.5
2606,143634.73
2607,174694.53
2608,198950.07
2609,167596.0
2610,110601.5
2611,159666.84
2612,150533.11
2613,127931.0
2614,127140.99
2615,151874.34
2616,138801.5
2617,178282.29
2618,190517.7
2619,222417.53
2620,184943.32
2621,182463.45
2622,187249.6
2623,254496.11
2624,272337.03
2625,311600.22
2626,166184.22
2627,187000.61
2628,409605.1
2629,536600.34
2630,357069.66
2631,440673.65
2632,405975.38
2633,307952.52
2634,370927.71
2635,148703.3
2636,196314.06
2637,164217.77
2638,254775.13
2639,180901.82
2640,152998.5
2641,106008.71
2642,194086.14
2643,108265.43
2644,128643.0
2645,99087.0
2646,90907.0
2647,99495.0
2648,139642.5
2649,142920.14
2650,148613.15
2651,153588.86
2652,441498.14
2653,249486.69
2654,246122.73
2655,351039.76
2656,328906.99
2657,347511.79
2658,280460.27
2659,299599.07
2660,320819.91
2661,318454.11
2662,331691.86
2663,272879.05
2664,283771.4
2665,311200.63
2666,289681.18
2667,168479.42
2668,177975.78
2669,177108.31
2670,279645.74
2671,181977.2
2672,180207.17
2673,204005.74
2674,204413.09
2675,173399.56
2676,188551.08
2677,196297.5
2678,258430.65
2679,292172.15
2680,263591.71
2681,412431.89
2682,323716.62
2683,538085.53
2684,304112.33
2685,334714.9
2686,263055.41
2687,321978.0
2688,231156.49
2689,214775.3
2690,472272.27
2691,187003.96
2692,138783.32
2693,190118.09
2694,131426.73
2695,190491.07
2696,186291.66
2697,188183.55
2698,195574.87
2699,176373.14
2700,169972.07
2701,148944.32
2702,116798.91
2703,139857.59
2704,141199.06
2705,128215.0
2706,120451.5
2707,122186.58
2708,133917.5
2709,108820.33
2710,126482.16
2711,275775.24
2712,364465.99
2713,178304.86
2714,149990.32
2715,173787.32
2716,167793.77
2717,178305.44
2718,233080.89
2719,153658.36
2720,167578.61
2721,140123.0
2722,165740.9
2723,143668.37
2724,128741.5
2725,135786.0
2726,144262.25
2727,168930.5
2728,167310.4
2729,154604.72
2730,145358.5
2731,120187.5
2732,120148.75
2733,156988.64
2734,148093.3
2735,135336.25
2736,140935.22
2737,123730.83
2738,131982.87
2739,158913.5
2740,136067.25
2741,150396.0
2742,152543.5
2743,149712.37
2744,147293.25
2745,138864.25
2746,132634.0
2747,155794.65
2748,124757.5
2749,129866.0
2750,133656.25
2751,128546.0
2752,234784.17
2753,154496.59
2754,201701.38
2755,124503.32
2756,98728.25
2757,75833.58
2758,87829.3
2759,156953.32
2760,142028.35
2761,146432.0
2762,148744.0
2763,187129.4
2764,171701.7
2765,261450.19
2766,144244.21
2767,90826.0
2768,127298.87
2769,127965.34
2770,159358.5
2771,120043.16
2772,121197.5
2773,141329.41
2774,140057.93
2775,136369.43
2776,145631.81
2777,145702.5
2778,126828.5
2779,126187.32
2780,110604.0
2781,106376.01
2782,99566.5
2783,105175.31
2784,131000.73
2785,143720.24
2786,81470.05
2787,116211.8
2788,87395.64
2789,221827.82
2790,101056.58
2791,119230.37
2792,81645.15
2793,160915.42
2794,103223.98
2795,116527.04
2796,103257.52
2797,193085.08
2798,125966.95
2799,122100.33
2800,79201.97
2801,112740.6
2802,138793.05
2803,155056.29
2804,147009.83
2805,94347.5
2806,98013.5
2807,156131.73
2808,147732.37
2809,134189.5
2810,136256.0
2811,163304.89
2812,145646.37
2813,150897.16
2814,160837.93
2815,96232.16
2816,251981.5
2817,130240.08
2818,134078.5
2819,179224.8
2820,130730.84
2821,108478.97
2822,191654.0
2823,232120.18
2824,177952.5
2825,153961.17
2826,130061.39
2827,142478.5
2828,208705.38
2829,178620.97
2830,240681.08
2831,189430.28
2832,227404.96
2833,283120.91
2834,218801.83
2835,224742.84
2836,191468.15
2837,168174.5
2838,145018.5
2839,182088.7
2840,191865.06
2841,200828.0
2842,221677.45
2843,152652.66
2844,158602.43
2845,125278.0
2846,211534.35
2847,197863.15
2848,221127.23
2849,207948.55
2850,280914.79
2851,236215.09
2852,227802.22
2853,235049.82
2854,142064.0
2855,196214.29
2856,212196.46
2857,187564.92
2858,196378.07
2859,146523.26
2860,126121.0
2861,127142.45
2862,191076.91
2863,122184.0
2864,255536.85
2865,141458.33
2866,135450.4
2867,93841.0
2868,114857.95
2869,126710.19
2870,164242.82
2871,112464.0
2872,63620.78
2873,103158.51
2874,144237.46
2875,117327.1
2876,161981.05
2877,140128.55
2878,167167.97
2879,149600.0
2880,111068.5
2881,146766.11
2882,163511.9
2883,169749.0
2884,176372.39
2885,182184.87
2886,200943.5
2887,100786.72
2888,126841.08
2889,61770.33
2890,85296.48
2891,138878.12
2892,60153.52
2893,108761.56
2894,60559.99
2895,322138.33
2896,286769.96
2897,198943.24
2898,153478.25
2899,232959.07
2900,158732.0
2901,192881.74
2902,188420.35
2903,342226.23
2904,358919.46
2905,114633.25
2906,199481.31
2907,116780.79
2908,128946.0
2909,141715.01
2910,84022.0
2911,85609.29
2912,155021.5
2913,90238.11
2914,85652.0
2915,84048.0
2916,86505.82
2917,154289.71
2918,113062.5
2919,218719.92
